aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3,computed_aqi
5,934.6,0.0,18.17,48.64,16.93,65.85,85.18,4.94,117.56
5,1869.2,0.53,41.13,14.31,20.98,135.48,196.01,7.41,312.11
5,974.66,0.02,27.76,20.74,25.99,54.67,78.89,6.08,90.99
5,1188.28,0.0,32.9,58.65,40.05,103.81,130.59,6.59,244.73
5,8224.49,97.45,116.53,0.0,51.98,619.22,798.04,10.89,136.53
5,6141.66,40.23,119.27,0.0,42.92,413.59,502.07,10.64,465.64
5,1268.39,0.1,33.24,12.7,12.04,74.0,113.67,7.54,145.38
5,1668.93,8.05,38.73,0.12,16.69,78.7,137.47,12.41,161.42
5,6515.5,113.55,51.41,0.0,46.25,423.72,737.35,34.45,469.67
5,6622.31,67.95,148.06,0.0,122.07,523.68,813.73,127.67,168.06
5,1642.23,0.18,42.16,13.23,15.97,127.99,193.39,9.88,306.36
5,1535.42,0.0,37.36,38.27,12.64,132.07,194.69,11.27,309.5
5,3471.37,39.34,52.78,0.0,24.32,232.36,385.49,16.97,386.46
5,1815.8,9.39,42.5,0.14,13.83,131.25,248.42,15.07,308.87
5,9506.23,164.51,100.08,0.0,160.22,667.51,898.17,135.78,127.23
5,13031.01,236.03,113.79,0.0,123.98,922.13,1171.47,90.18,133.79
5,1401.9,0.6,43.53,20.03,11.09,106.37,195.68,24.07,253.47
5,1214.98,0.0,25.36,74.39,17.41,179.46,236.96,25.84,345.86
5,1001.36,0.0,28.1,50.78,12.04,89.78,129.89,24.07,199.25
5,1508.71,0.01,39.76,30.04,12.4,126.71,190.83,24.32,305.38
5,3898.62,16.76,60.32,0.02,34.81,383.19,542.75,31.41,453.56
5,947.95,0.27,22.96,9.03,9.3,68.22,96.41,5.13,125.65
5,1028.06,5.76,27.42,0.14,10.37,53.24,97.02,6.27,97.02
5,1401.9,0.1,37.36,15.91,13.83,83.47,119.53,6.84,177.71
5,1174.93,0.0,31.19,45.06,13.95,94.6,136.43,22.55,213.29
5,947.95,0.0,29.47,43.27,12.4,69.14,125.0,22.29,128.79
5,17089.84,418.43,109.67,0.0,115.4,1171.57,1438.15,60.8,129.67
5,2216.34,4.25,65.8,0.54,24.8,129.97,180.78,13.05,307.88
5,1281.74,0.57,30.85,9.92,9.66,104.78,150.95,4.31,248.04
5,1028.06,0.0,27.42,40.05,9.66,107.56,139.9,6.9,257.53
5,1482.01,0.11,41.13,18.24,11.09,109.31,172.67,13.81,263.51
5,1094.82,0.0,28.45,53.64,10.25,89.64,125.28,19.51,198.77
5,1575.47,0.86,44.55,7.15,10.01,113.26,176.33,10.64,276.99
5,1375.2,0.0,29.82,67.95,10.73,134.42,171.85,20.27,311.3
5,1241.68,0.0,16.28,108.72,13.23,135.97,163.03,24.57,312.49
5,4753.11,72.42,74.71,0.0,62.94,345.21,537.28,81.06,438.46
5,2429.96,0.0,54.84,54.36,30.52,272.11,342.32,12.92,409.39
5,2696.99,0.0,59.63,50.07,30.99,325.31,388.36,13.05,430.54
5,4219.06,43.81,79.51,0.02,29.8,326.7,423.43,38.0,431.1
5,4806.52,40.23,119.27,0.0,58.65,444.65,643.47,65.86,477.99
5,3898.62,43.81,65.8,0.0,19.07,267.35,387.03,33.94,407.5
5,1762.39,0.0,13.71,141.62,11.56,173.63,201.62,25.84,341.39
5,2136.23,0.0,37.7,43.63,10.01,202.51,259.17,21.28,363.55
5,2403.26,0.0,35.3,67.23,13.71,211.51,257.53,29.64,370.46
5,3738.4,1.79,86.37,3.93,17.88,349.67,487.08,24.32,481.46
5,4486.08,15.65,78.83,0.04,24.56,414.74,582.95,40.02,466.1
5,2910.61,20.79,51.41,0.0,14.54,266.75,407.37,23.31,407.26
5,2616.88,1.29,62.38,7.96,13.11,234.79,313.12,29.89,388.33
5,2109.53,0.0,37.7,55.79,10.73,202.88,247.91,27.36,363.84
5,2883.91,8.61,68.55,0.51,13.23,231.64,316.0,30.4,385.91
5,2029.42,1.44,56.21,5.5,13.11,216.01,290.47,29.64,373.91
5,2323.15,5.09,58.26,1.04,12.87,244.25,337.08,25.08,395.59
5,7156.37,88.51,97.33,0.0,31.95,682.44,978.15,36.98,117.33
5,5180.36,40.68,171.36,0.0,122.07,547.64,766.34,168.2,191.36
5,2990.72,38.0,55.52,0.0,18.6,246.58,375.02,23.81,397.38
5,1375.2,0.0,33.24,48.64,10.85,165.84,209.02,23.81,335.41
5,1108.17,0.0,21.08,77.96,11.44,131.34,150.76,24.57,308.94
5,974.66,0.0,18.68,85.12,11.68,129.83,150.94,21.28,307.78
5,3337.86,36.66,60.32,0.0,20.74,302.64,450.06,30.4,428.35
5,3952.03,2.37,80.88,6.08,24.08,533.84,633.17,10.77,30.1
5,11001.59,243.19,116.53,0.0,34.81,804.43,964.07,13.68,136.53
5,7476.81,86.72,116.53,0.0,131.61,764.23,1022.97,129.7,136.53
5,2109.53,0.05,42.5,20.56,12.87,276.76,340.07,5.38,411.24
5,2670.29,11.4,76.77,0.12,35.29,345.12,484.74,95.25,478.11
5,1014.71,0.0,24.68,65.09,9.3,111.27,133.48,24.07,270.2
5,1869.2,0.34,47.98,13.23,10.85,221.17,291.07,18.75,377.87
5,1815.8,0.04,45.24,24.32,10.85,263.89,320.61,17.23,406.12
5,2296.45,2.49,54.15,4.02,11.56,266.59,336.37,8.11,407.2
5,3150.94,38.44,108.3,0.0,56.27,332.01,503.75,87.14,433.21
5,5180.36,54.09,101.45,0.0,56.74,480.37,652.3,70.93,492.2
5,1869.2,7.1,64.43,0.93,21.22,251.64,304.34,8.74,401.25
5,1281.74,0.05,36.33,22.53,8.23,131.51,168.82,5.57,309.07
5,1214.98,0.01,36.67,31.83,9.42,90.82,124.13,19.76,116.37
5,2136.23,7.6,56.21,0.46,11.21,174.56,246.16,10.13,342.1
5,2563.48,1.49,66.49,7.87,11.56,243.29,310.54,8.36,394.85
5,1401.9,0.0,36.33,42.92,11.44,152.63,184.12,17.73,325.27
5,1976.01,1.9,51.41,3.84,8.94,209.2,265.09,11.65,368.69
5,14099.12,232.46,246.76,0.0,116.35,1172.89,1400.39,100.31,266.76
5,4859.92,29.5,102.82,0.01,87.74,706.98,900.97,70.93,122.82
5,2002.72,2.26,70.6,5.81,31.47,316.23,390.07,12.16,426.93
5,2670.29,11.73,78.14,0.28,19.55,309.43,420.58,22.29,424.23
5,1214.98,0.0,34.27,42.92,10.01,157.42,186.71,11.65,328.95
5,934.6,0.0,20.73,80.82,10.25,89.76,107.54,20.77,199.18
5,881.2,0.0,12.17,105.86,12.4,104.57,115.91,18.24,247.33
5,1041.41,0.0,21.42,77.96,12.04,156.68,177.58,15.33,328.38
5,3150.94,39.79,58.26,0.0,12.16,323.17,439.74,9.75,429.69
5,2723.69,22.58,56.89,0.02,13.23,329.59,438.34,13.05,432.25
5,3631.59,43.36,76.77,0.0,29.33,401.75,568.52,39.52,460.94
5,5287.17,43.36,85.0,0.0,29.8,601.65,781.29,20.27,105.0
5,4005.43,11.73,79.51,0.2,45.78,610.01,807.37,48.64,99.38
5,5020.14,31.29,130.24,0.0,58.65,658.38,867.8,82.08,150.24
5,2029.42,0.01,34.27,36.48,20.5,342.77,377.81,2.5,437.49
5,1895.9,23.69,45.24,0.03,13.83,161.77,241.68,9.63,332.29
5,7583.62,169.87,57.58,0.0,70.57,668.44,911.17,42.56,88.15
5,1708.98,0.19,48.67,17.7,8.58,173.6,223.24,13.81,341.37
5,1869.2,0.25,56.21,20.03,9.06,167.37,225.52,6.33,336.59
5,2269.74,1.09,64.43,7.06,10.01,230.56,292.91,5.64,385.08
5,2937.32,7.6,58.95,0.87,8.11,344.25,414.38,5.95,438.08
5,2136.23,1.16,46.61,6.62,7.75,293.96,354.64,6.84,418.08
5,3364.56,25.7,52.09,0.01,12.52,358.17,458.79,8.61,443.61
5,3070.83,26.15,46.61,0.01,23.37,378.07,533.27,32.17,451.52
5,1588.82,0.0,41.13,42.92,41.96,198.95,211.53,4.24,360.82
5,1762.39,0.3,54.15,13.77,35.76,205.69,230.14,5.57,365.99
5,801.09,0.0,26.73,52.93,34.33,88.26,95.42,4.24,194.06
5,3257.75,46.49,43.53,0.0,31.95,224.92,272.42,9.88,380.75
5,1174.93,3.69,26.39,0.86,6.85,63.42,90.2,5.32,109.26
5,2136.23,10.95,46.61,0.4,9.42,193.63,266.28,6.9,356.74
5,1281.74,0.0,28.79,45.78,10.61,129.83,154.75,4.43,307.78
5,4058.84,54.99,41.47,0.0,16.45,396.16,528.41,12.03,458.71
5,8438.11,134.11,161.77,0.0,119.21,696.28,945.87,118.55,181.77
5,2216.34,1.17,53.47,7.78,8.94,240.94,303.34,5.7,393.05
5,1815.8,0.82,38.73,7.96,8.11,263.23,314.92,7.28,405.86
5,3097.53,35.32,45.24,0.0,18.12,366.08,466.68,24.32,452.19
5,4058.84,76.0,60.32,0.0,55.79,428.14,590.22,76.0,471.43
5,1628.88,0.22,38.39,15.56,9.42,245.25,291.37,5.0,396.35
5,2750.4,19.89,46.61,0.02,23.6,297.66,393.62,19.76,419.55
5,14953.61,400.54,76.77,0.0,56.74,1231.02,1506.77,29.64,95.94
5,2616.88,0.03,54.84,60.8,21.93,389.11,427.39,2.85,455.91
5,801.09,0.0,23.65,67.95,36.72,103.61,107.51,2.53,244.05
5,1869.2,15.87,25.36,0.02,15.02,121.22,154.28,8.99,301.17
5,2456.67,45.15,24.68,0.0,11.32,177.81,284.0,10.26,344.6
5,1361.85,0.11,34.96,20.38,8.58,149.07,185.86,4.75,322.54
5,1161.58,0.0,26.73,42.2,8.46,120.33,146.44,4.5,131.19
5,881.2,0.0,22.62,62.94,10.25,92.39,112.42,7.16,205.75
5,1214.98,0.16,39.07,17.34,9.06,90.79,127.04,4.5,118.3
5,727.65,0.0,20.91,44.7,8.11,81.69,101.95,4.62,171.63
5,1121.52,0.01,25.36,40.05,8.7,160.35,189.66,3.93,331.2
5,5393.98,44.7,141.2,0.0,183.11,712.25,969.13,143.89,161.2
5,1081.47,0.0,24.33,47.21,9.78,205.88,251.3,4.81,366.14
5,1468.66,0.0,27.76,107.29,37.67,302.55,351.0,3.61,421.5
5,1441.96,0.01,43.87,36.12,41.01,160.04,182.47,6.4,330.96
5,1842.5,30.85,34.27,0.0,15.5,133.23,242.19,17.48,310.39
5,2777.1,24.14,55.52,0.03,16.69,292.61,413.85,13.05,417.54
5,7797.24,67.95,134.35,0.0,44.35,854.31,1040.81,26.6,154.35
5,7690.43,118.02,86.37,0.0,67.71,715.63,978.15,62.32,106.37
5,6355.29,67.95,72.66,0.0,83.92,734.99,891.86,65.86,101.97
5,2937.32,33.97,32.22,0.0,18.6,301.58,467.28,14.06,453.05
5,1108.17,0.0,16.28,107.29,13.35,107.64,125.31,18.49,257.81
5,934.6,0.0,17.82,83.68,11.21,130.88,154.31,11.27,308.58
5,2376.56,36.66,28.1,0.0,16.45,219.7,345.48,20.01,376.75
5,2723.69,5.25,65.12,1.41,42.92,343.18,513.9,82.08,437.65
5,4753.11,42.47,74.03,0.0,61.99,613.5,882.91,63.33,92.5
5,1762.39,3.41,43.53,2.5,11.09,289.01,369.67,8.49,416.11
5,1148.22,0.0,29.82,43.27,9.89,169.25,211.82,6.4,338.03
5,3124.24,27.72,56.89,0.01,35.76,288.13,423.44,39.52,415.76
5,1148.22,0.01,32.9,31.83,9.89,103.1,143.24,22.04,242.31
5,834.47,0.0,15.59,85.83,15.5,119.66,136.87,16.09,298.84
5,1228.33,0.12,27.76,26.46,12.87,140.26,175.55,9.75,315.78
5,10467.53,171.66,164.51,0.0,88.69,856.13,972.68,36.48,184.51
5,847.82,0.0,22.62,125.89,65.8,165.23,180.48,11.78,334.94
5,3150.94,13.41,43.87,0.16,15.5,405.31,556.07,8.74,462.35
5,1415.25,0.3,35.3,17.88,10.01,136.04,186.35,7.22,312.54
5,894.55,0.0,18.16,111.58,20.03,119.89,143.72,5.57,299.62
4,594.14,0.0,19.36,60.08,15.5,26.76,42.03,15.45,60.08
4,680.92,0.0,18.51,63.66,9.66,49.68,65.61,21.53,82.56
5,1108.17,0.0,28.79,52.93,11.56,109.68,141.46,20.01,264.77
5,1361.85,0.25,35.64,15.38,8.7,117.62,162.37,13.81,291.88
5,3391.27,22.58,90.48,0.01,30.52,219.09,375.56,44.58,376.28
5,2109.53,12.85,46.61,0.19,12.87,217.04,333.0,7.16,374.71
4,580.79,0.0,11.14,79.39,7.15,39.18,48.31,15.58,79.39
5,747.68,0.0,15.42,70.81,7.87,71.47,87.58,20.52,136.74
5,7797.24,18.78,213.86,0.04,146.87,691.63,875.23,117.54,233.86
5,2510.07,2.63,69.23,2.86,18.36,406.91,562.76,27.61,462.99
5,1028.06,0.01,28.79,33.97,9.66,77.78,110.98,23.81,158.28
5,767.71,0.0,24.33,37.19,11.68,54.5,81.97,23.56,90.71
5,821.11,0.0,19.02,72.24,11.21,77.45,101.87,21.53,157.16
5,821.11,0.0,20.73,55.79,10.73,63.26,91.8,23.05,108.72
5,807.76,0.0,19.71,50.07,7.99,63.6,94.83,20.52,109.88
5,1495.36,2.74,39.07,2.1,8.94,125.03,202.4,13.55,304.09
5,2162.93,13.19,50.72,0.07,14.66,188.32,330.91,18.24,352.66
5,694.27,0.0,14.91,80.11,12.4,98.15,144.8,20.27,225.41
5,907.9,0.0,17.14,72.24,10.13,130.25,176.9,22.29,308.1
5,1668.93,0.0,28.45,71.53,26.94,274.26,344.8,13.17,410.25
5,3097.53,7.49,60.32,0.77,27.42,315.36,409.88,19.76,426.59
5,3257.75,0.0,71.29,27.18,35.76,410.37,532.13,22.29,464.36
5,1869.2,0.26,37.7,11.18,14.66,241.29,329.06,25.84,393.32
5,647.54,0.0,15.25,79.39,16.21,89.82,118.83,21.79,199.39
5,787.73,0.0,13.88,115.87,18.6,120.0,150.69,21.28,300.0
5,5981.45,46.04,146.69,0.0,135.42,428.44,518.98,36.98,471.55
5,1321.79,0.0,35.3,38.98,16.45,143.29,229.26,24.57,318.11
5,707.63,0.0,20.05,67.23,13.23,64.38,95.82,22.8,112.54
5,660.9,0.0,13.19,87.98,11.32,85.17,111.24,22.29,183.51
5,1482.01,1.49,47.3,4.11,21.93,103.43,198.37,32.42,243.43
5,2269.74,4.3,63.75,1.36,34.33,147.94,269.81,27.87,321.67
5,2189.64,21.23,49.35,0.0,35.76,136.96,295.62,46.1,313.25
5,2590.18,10.51,65.12,0.11,33.38,198.6,353.89,33.44,360.55
5,1708.98,0.11,40.1,21.1,22.89,239.63,320.94,30.91,392.04
5,988.01,0.0,27.76,60.08,18.6,58.41,90.05,23.05,97.31
5,2056.12,0.0,46.61,56.51,51.5,153.86,210.59,26.09,326.22
5,2269.74,1.1,67.86,5.63,36.72,161.41,270.48,32.93,332.01
5,754.36,0.0,20.73,87.26,18.6,60.69,95.11,21.79,95.11
5,774.38,0.0,21.25,84.4,16.45,71.39,101.05,22.04,136.47
5,1054.76,0.0,32.9,52.93,21.46,76.46,123.17,25.84,153.78
5,1201.63,0.01,39.41,28.25,22.17,74.81,130.08,25.84,148.14
4,754.36,0.0,23.99,61.51,14.07,49.81,93.51,20.52,93.51
5,921.25,0.0,27.42,56.51,25.27,69.05,115.27,22.8,128.48
5,707.63,0.0,19.71,80.82,16.93,57.72,94.08,22.29,96.15
4,854.49,0.0,28.1,50.07,16.93,49.99,98.08,23.56,98.08
5,6942.75,19.45,178.22,0.01,154.5,406.45,536.39,37.49,462.81
5,2349.85,7.6,65.8,0.52,43.87,151.9,335.41,35.97,324.71
5,2563.48,9.16,61.69,0.21,55.31,177.27,341.35,32.42,344.18
5,1054.76,0.0,29.82,65.09,24.56,88.97,147.71,24.07,196.48
5,1028.06,0.0,34.62,31.47,16.93,57.96,106.29,26.35,104.51
5,1522.06,0.22,42.16,11.62,31.95,94.57,186.45,28.63,213.19
5,881.2,0.0,27.08,51.5,15.74,57.21,99.22,24.57,99.22
5,841.14,0.0,32.22,36.48,22.41,69.58,153.0,23.81,135.55
5,747.68,0.0,24.68,67.23,22.65,64.35,124.83,20.27,116.83
5,1108.17,0.0,31.87,37.55,30.28,94.51,188.32,23.05,212.98
4,554.08,0.0,18.68,81.54,18.12,45.86,92.08,22.04,92.08
4,480.65,0.0,13.88,110.15,21.93,41.32,67.33,19.25,114.52
4,674.25,0.0,14.05,113.01,14.78,45.4,71.95,21.79,118.75
5,894.55,0.0,33.59,50.78,24.32,55.68,115.03,23.56,110.32
5,827.79,0.0,23.31,108.72,21.22,64.46,119.31,20.52,113.17
5,1028.06,0.0,26.39,85.12,18.84,57.53,95.42,26.35,95.83
5,1321.79,0.15,47.3,13.59,23.6,73.78,159.62,28.12,144.63
4,607.49,0.0,20.73,64.37,12.52,34.75,67.69,21.79,67.69
4,814.44,0.0,27.08,43.27,15.5,43.97,94.37,22.29,94.37
5,774.38,0.0,15.25,158.79,35.76,89.83,106.27,14.19,199.42
4,807.76,0.0,20.05,94.41,40.05,49.88,63.86,17.48,94.41
5,1708.98,0.0,47.3,84.4,61.04,135.31,166.38,25.84,311.98
5,3150.94,0.02,75.4,22.71,63.9,203.44,318.02,39.01,364.27
5,1268.39,0.0,40.1,32.54,22.17,76.27,166.75,25.59,153.13
5,1028.06,0.0,31.87,47.21,19.55,61.73,125.65,23.81,117.38
5,1762.39,0.0,38.73,28.61,32.9,122.14,199.48,24.07,301.87
5,801.09,0.0,18.16,104.43,36.72,52.2,67.54,16.47,106.07
5,847.82,0.0,24.33,82.97,46.73,52.25,68.1,15.33,86.91
5,1255.04,0.0,26.39,52.93,21.46,96.1,148.12,24.07,218.41
5,1081.47,0.0,27.76,113.01,52.93,111.8,135.14,21.79,272.01
5,1268.39,0.0,30.85,110.15,61.99,140.86,181.42,24.32,316.24
5,1041.41,0.0,29.47,73.67,26.46,101.32,152.15,23.31,236.23
5,1108.17,0.0,30.5,62.23,21.93,83.16,130.35,22.29,176.65
5,6088.26,50.07,124.75,0.0,141.14,303.4,432.3,40.53,421.83
5,2536.77,0.0,63.06,50.07,77.25,244.87,311.14,31.66,396.06
5,947.95,0.0,16.79,130.18,31.47,123.96,157.81,14.95,303.27
5,2483.37,0.0,67.17,25.39,64.85,187.76,366.19,31.41,352.23
5,1361.85,0.0,40.44,35.76,34.81,140.53,321.63,25.84,315.99
5,1588.82,0.0,36.33,65.09,40.53,174.64,276.16,26.09,342.17
5,2536.77,0.11,61.01,16.45,53.88,210.0,364.56,28.63,369.3
5,680.92,0.0,15.08,113.01,30.99,90.95,139.56,14.31,126.62
4,547.41,0.0,6.68,127.32,10.37,43.56,48.08,2.37,139.89
5,1388.55,0.0,31.19,62.23,30.99,97.1,139.02,16.72,221.82
5,2189.64,0.03,65.12,18.78,28.13,193.1,334.2,30.65,356.33
5,1214.98,0.0,25.36,69.38,26.46,114.74,162.44,22.04,282.04
5,1108.17,0.06,39.07,16.63,17.64,76.15,193.09,21.79,162.19
5,2162.93,1.47,70.6,4.02,38.15,154.01,340.52,29.13,326.33
5,881.2,0.0,15.77,113.01,31.95,106.33,169.98,18.49,253.33
5,2162.93,0.0,61.01,43.63,51.5,191.05,395.99,32.42,357.38
5,4325.87,2.01,132.98,4.52,52.93,343.46,627.57,48.13,437.76
5,1495.36,0.04,48.67,18.6,27.66,110.73,290.04,23.56,268.35
5,1615.52,0.75,52.78,6.97,31.95,118.76,286.19,27.11,295.77
5,2590.18,2.07,86.37,3.13,69.62,164.09,319.19,39.52,334.07
5,1482.01,0.01,54.15,19.67,27.66,94.56,220.36,26.6,213.15
5,660.9,0.0,23.65,56.51,19.07,49.38,165.48,18.49,143.84
5,4646.3,25.26,111.04,0.02,93.46,250.72,464.7,39.52,449.35
5,1001.36,0.0,29.47,65.8,27.42,95.27,261.5,21.53,215.58
5,534.06,0.0,18.34,72.24,16.69,38.29,126.76,17.23,118.12
5,3231.05,9.95,91.85,0.09,69.62,188.34,423.12,32.93,391.38
5,1188.28,0.0,42.84,23.6,25.27,80.18,233.44,29.39,189.0
5,727.65,0.0,23.65,50.07,16.69,68.65,200.16,21.03,166.88
5,687.6,0.0,23.31,43.99,15.5,45.66,125.42,20.77,117.23
5,467.3,0.0,14.57,67.23,16.21,34.63,100.38,15.58,67.23
2,380.52,0.0,9.17,58.65,10.49,15.74,32.27,11.15,58.65
2,373.84,0.0,11.31,62.23,12.64,15.51,30.78,10.89,62.23
5,1455.31,0.0,60.32,21.1,49.11,61.4,96.29,23.56,102.37
5,2082.82,0.24,79.51,9.48,56.27,103.3,156.46,20.52,242.99
3,761.03,0.0,28.1,31.83,24.32,24.93,38.95,13.68,41.55
5,2910.61,26.6,53.47,0.0,33.38,136.75,222.45,30.4,313.09
5,1335.14,0.04,47.98,17.7,28.85,65.14,101.83,23.81,115.13
5,2376.56,0.0,82.94,46.49,74.39,211.04,251.2,11.65,370.1
5,720.98,0.0,21.93,62.23,12.99,56.79,90.37,22.55,94.58
4,647.54,0.0,16.11,95.84,11.8,42.57,67.89,20.27,95.84
5,1628.88,0.28,58.26,10.73,18.6,89.72,208.61,28.12,199.04
5,4219.06,2.04,105.56,5.14,66.76,317.45,502.68,39.01,427.42
4,660.9,0.0,16.28,133.04,39.58,30.56,38.24,10.89,148.34
4,854.49,0.0,35.3,57.22,69.62,27.86,38.68,14.19,86.96
5,3177.64,6.26,65.8,0.39,46.73,176.14,343.41,35.97,343.32
4,867.84,0.0,24.33,49.35,50.54,40.72,49.85,10.26,67.42
5,947.95,3.49,43.18,0.44,75.34,50.47,58.51,2.6,94.15
5,7049.56,137.69,98.71,0.0,82.97,502.21,662.39,28.12,118.71
5,781.06,0.0,31.19,46.49,43.87,59.24,67.11,7.28,98.72
5,5020.14,51.86,66.49,0.0,32.42,341.82,475.94,12.16,465.48
5,7049.56,23.47,138.46,0.01,64.85,488.33,626.17,20.77,495.36
5,761.03,0.0,11.31,128.75,19.31,61.19,70.73,4.81,142.0
5,1508.71,0.0,32.22,42.2,25.75,76.26,122.83,10.26,153.09
4,921.25,0.0,25.7,40.41,26.7,47.93,73.78,14.82,79.61
5,1201.63,0.0,32.22,55.07,35.29,81.3,113.43,24.07,170.3
4,734.33,0.0,25.02,32.19,37.67,39.66,46.31,4.05,65.63
5,961.3,0.0,21.93,41.48,20.03,69.86,99.43,7.22,131.25
5,1815.8,0.0,27.76,113.01,32.9,194.24,253.84,9.25,357.21
5,1628.88,0.0,44.55,29.33,37.67,111.23,151.29,12.41,270.06
5,934.6,0.0,20.39,64.37,17.17,72.18,107.57,8.74,139.17
4,767.71,0.0,21.08,41.13,17.4,47.65,73.72,5.89,79.13
5,1695.63,0.0,48.67,27.89,35.76,100.1,146.67,11.91,232.07
5,841.14,0.0,23.65,50.07,33.38,55.49,68.53,6.33,92.38
5,1441.96,0.12,30.5,12.52,14.19,108.93,175.99,6.4,262.21
5,1548.77,0.0,34.96,35.41,24.56,126.51,180.63,13.93,305.23
5,4058.84,0.0,120.64,34.33,165.94,563.53,623.15,0.63,140.64
5,2243.04,19.0,53.47,0.0,39.1,161.88,209.17,6.21,332.37
5,1842.5,2.04,56.21,1.79,67.71,100.42,125.34,5.76,233.16
4,907.9,0.0,21.93,26.11,18.36,43.63,62.96,4.69,72.34
4,594.14,0.0,20.91,46.49,34.81,28.33,33.75,4.43,47.22
